repository,pr_number,classification,evidence_type,event_at,commit_sha,finding_url,evidence_url,basis
llxprt-code,2223,high_confidence,commit_message_review_reference,2026-06-29T15:46:42Z,9cbe162e46b0830ff025f07e4859e521b557439e,https://github.com/vybestack/llxprt-code/pull/2223#discussion_r3492331953,https://github.com/vybestack/llxprt-code/commit/9cbe162e46b0830ff025f07e4859e521b557439e,1.6 hours after latest retained CodeRabbit finding
llxprt-code,2223,high_confidence,explicit_fixed_reply_with_commit,2026-06-29T15:46:58Z,9cbe162e4,https://github.com/vybestack/llxprt-code/pull/2223#discussion_r3492331953,https://github.com/vybestack/llxprt-code/pull/2223#discussion_r3492958006,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2223,medium_confidence,commit_after_finding_within_24h,2026-06-29T16:25:07Z,38e6abe754857d0a09e8115939d198a4ee6dcc98,https://github.com/vybestack/llxprt-code/pull/2223#discussion_r3492331953,https://github.com/vybestack/llxprt-code/commit/38e6abe754857d0a09e8115939d198a4ee6dcc98,2.2 hours after latest retained CodeRabbit finding
llxprt-code,2223,medium_confidence,commit_after_finding_within_24h,2026-06-29T16:34:20Z,f2b3411c0ddb98d32d600ff1b89f5b3677ca6f39,https://github.com/vybestack/llxprt-code/pull/2223#discussion_r3492331953,https://github.com/vybestack/llxprt-code/commit/f2b3411c0ddb98d32d600ff1b89f5b3677ca6f39,2.4 hours after latest retained CodeRabbit finding
llxprt-code,2223,medium_confidence,commit_after_finding_within_24h,2026-06-29T17:04:00Z,ffdb0af22ce8cc4cd0f53c2b8e6d002be7a9b6ba,https://github.com/vybestack/llxprt-code/pull/2223#discussion_r3492331953,https://github.com/vybestack/llxprt-code/commit/ffdb0af22ce8cc4cd0f53c2b8e6d002be7a9b6ba,2.9 hours after latest retained CodeRabbit finding
llxprt-code,2223,high_confidence,commit_message_review_reference,2026-06-29T17:56:34Z,693c06a9a3cc0efb9dd49fae3223568562664bae,https://github.com/vybestack/llxprt-code/pull/2223#discussion_r3492331953,https://github.com/vybestack/llxprt-code/commit/693c06a9a3cc0efb9dd49fae3223568562664bae,3.7 hours after latest retained CodeRabbit finding
llxprt-code,2228,high_confidence,commit_message_review_reference,2026-06-27T23:17:02Z,790b4da86da70d638ab2cb0feca87e5b70b205f7,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3486775232,https://github.com/vybestack/llxprt-code/commit/790b4da86da70d638ab2cb0feca87e5b70b205f7,2.2 hours after latest retained CodeRabbit finding
llxprt-code,2228,medium_confidence,commit_after_finding_within_24h,2026-06-27T23:39:14Z,d5d24d2da48ee83df9325edc7f8b4f95e9960e9d,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3486775232,https://github.com/vybestack/llxprt-code/commit/d5d24d2da48ee83df9325edc7f8b4f95e9960e9d,2.6 hours after latest retained CodeRabbit finding
llxprt-code,2228,medium_confidence,commit_after_finding_within_24h,2026-06-27T23:56:15Z,fa536572f2b79d05c811002d3c264463d404825f,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3486775232,https://github.com/vybestack/llxprt-code/commit/fa536572f2b79d05c811002d3c264463d404825f,2.9 hours after latest retained CodeRabbit finding
llxprt-code,2228,medium_confidence,commit_after_finding_within_24h,2026-06-28T00:41:16Z,d5abc57b21eeb4d8182715613633e6a5e2c8de25,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3486775232,https://github.com/vybestack/llxprt-code/commit/d5abc57b21eeb4d8182715613633e6a5e2c8de25,3.6 hours after latest retained CodeRabbit finding
llxprt-code,2228,high_confidence,commit_message_review_reference,2026-06-28T01:07:22Z,2efe2a71d9ec5aa3a94d91d1819e6b47d06161f5,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3486775232,https://github.com/vybestack/llxprt-code/commit/2efe2a71d9ec5aa3a94d91d1819e6b47d06161f5,4.0 hours after latest retained CodeRabbit finding
llxprt-code,2228,high_confidence,commit_message_review_reference,2026-06-28T06:33:46Z,7155638cf0cdf230feeef68b396da411ed2c0871,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3486775232,https://github.com/vybestack/llxprt-code/commit/7155638cf0cdf230feeef68b396da411ed2c0871,9.5 hours after latest retained CodeRabbit finding
llxprt-code,2228,medium_confidence,commit_after_finding_within_24h,2026-06-28T06:40:58Z,1e588de799f13aec5eb30ef765ef84906e1f1149,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3486775232,https://github.com/vybestack/llxprt-code/commit/1e588de799f13aec5eb30ef765ef84906e1f1149,9.6 hours after latest retained CodeRabbit finding
llxprt-code,2228,high_confidence,commit_message_review_reference,2026-06-28T07:59:53Z,a5774eab853ceb6549be71439c15575be7cd9325,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3486775232,https://github.com/vybestack/llxprt-code/commit/a5774eab853ceb6549be71439c15575be7cd9325,10.9 hours after latest retained CodeRabbit finding
llxprt-code,2228,medium_confidence,commit_after_finding_within_24h,2026-06-28T08:24:48Z,da6ca01f04c494f62b1baad6fdfd761b64176f56,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3487566498,https://github.com/vybestack/llxprt-code/commit/da6ca01f04c494f62b1baad6fdfd761b64176f56,0.3 hours after latest retained CodeRabbit finding
llxprt-code,2228,medium_confidence,commit_after_finding_within_24h,2026-06-29T05:22:12Z,f016052332918243ab89fe246e87e504a8f79b9d,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3487566498,https://github.com/vybestack/llxprt-code/commit/f016052332918243ab89fe246e87e504a8f79b9d,21.2 hours after latest retained CodeRabbit finding
llxprt-code,2228,medium_confidence,commit_after_finding_within_24h,2026-06-29T05:31:54Z,6e615772c7de95b943a7d002a1e8ab8a2c08d691,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3489483353,https://github.com/vybestack/llxprt-code/commit/6e615772c7de95b943a7d002a1e8ab8a2c08d691,0.1 hours after latest retained CodeRabbit finding
llxprt-code,2228,high_confidence,explicit_fixed_reply_with_commit,2026-06-29T05:32:29Z,6e615772c,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3489483353,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3489496740,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2228,medium_confidence,commit_after_finding_within_24h,2026-06-29T07:06:46Z,49ea393d768d3c86d82e379b878d33d01ef9af60,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3489483353,https://github.com/vybestack/llxprt-code/commit/49ea393d768d3c86d82e379b878d33d01ef9af60,1.7 hours after latest retained CodeRabbit finding
llxprt-code,2228,medium_confidence,commit_after_finding_within_24h,2026-06-29T15:16:16Z,dd2b48c914e50ff901af0ab0ce3d1da4f3de1e0b,https://github.com/vybestack/llxprt-code/pull/2228#discussion_r3489483353,https://github.com/vybestack/llxprt-code/commit/dd2b48c914e50ff901af0ab0ce3d1da4f3de1e0b,9.8 hours after latest retained CodeRabbit finding
llxprt-code,2230,medium_confidence,commit_after_finding_within_24h,2026-06-28T19:42:50Z,2654a193e15241b21d1ae7377d53e649856e1a16,https://github.com/vybestack/llxprt-code/pull/2230#discussion_r3488409924,https://github.com/vybestack/llxprt-code/commit/2654a193e15241b21d1ae7377d53e649856e1a16,0.3 hours after latest retained CodeRabbit finding
llxprt-code,2230,medium_confidence,commit_after_finding_within_24h,2026-06-28T20:28:17Z,450d562068054670c7f490a76e47e33d18267a95,https://github.com/vybestack/llxprt-code/pull/2230#discussion_r3488409924,https://github.com/vybestack/llxprt-code/commit/450d562068054670c7f490a76e47e33d18267a95,1.1 hours after latest retained CodeRabbit finding
llxprt-code,2247,high_confidence,commit_message_review_reference,2026-06-29T16:42:37Z,9e2e6cfefc9e0a8b9aa51a107c1b3637fe6f50c7,https://github.com/vybestack/llxprt-code/pull/2247#discussion_r3493198097,https://github.com/vybestack/llxprt-code/commit/9e2e6cfefc9e0a8b9aa51a107c1b3637fe6f50c7,0.3 hours after latest retained CodeRabbit finding
llxprt-code,2257,medium_confidence,commit_after_finding_within_24h,2026-06-29T17:59:39Z,5e360d6e93aa4d99a265e79910f412b1669c66f2,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3493559398,https://github.com/vybestack/llxprt-code/commit/5e360d6e93aa4d99a265e79910f412b1669c66f2,0.5 hours after latest retained CodeRabbit finding
llxprt-code,2257,high_confidence,explicit_fixed_reply_with_commit,2026-06-29T18:40:23Z,5e360d6,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3493559398,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3493936544,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2257,medium_confidence,commit_after_finding_within_24h,2026-06-30T08:18:30Z,0c4f8da8423b248ee7418da33c83bca5f5f4f62b,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3493559398,https://github.com/vybestack/llxprt-code/commit/0c4f8da8423b248ee7418da33c83bca5f5f4f62b,14.8 hours after latest retained CodeRabbit finding
llxprt-code,2257,medium_confidence,commit_after_finding_within_24h,2026-06-30T08:30:09Z,cb63a3206b90934308b54f44ba4492ff9d0a88ce,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3493559398,https://github.com/vybestack/llxprt-code/commit/cb63a3206b90934308b54f44ba4492ff9d0a88ce,15.0 hours after latest retained CodeRabbit finding
llxprt-code,2257,medium_confidence,commit_after_finding_within_24h,2026-06-30T16:08:53Z,d225a2f25d909057876e28de09607cdf31b5838e,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3493559398,https://github.com/vybestack/llxprt-code/commit/d225a2f25d909057876e28de09607cdf31b5838e,22.7 hours after latest retained CodeRabbit finding
llxprt-code,2257,temporal_only,commit_after_finding_over_24h,2026-06-30T19:50:07Z,888b86e7a6f1bea5e50020b3d14ec471a42d8e7e,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3493559398,https://github.com/vybestack/llxprt-code/commit/888b86e7a6f1bea5e50020b3d14ec471a42d8e7e,26.4 hours after latest retained CodeRabbit finding
llxprt-code,2257,temporal_only,commit_after_finding_over_24h,2026-06-30T20:10:35Z,2e31bc4fe0c7946e1e55ffe986ada6450e76cf01,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3493559398,https://github.com/vybestack/llxprt-code/commit/2e31bc4fe0c7946e1e55ffe986ada6450e76cf01,26.7 hours after latest retained CodeRabbit finding
llxprt-code,2257,medium_confidence,commit_after_finding_within_24h,2026-06-30T21:17:14Z,85c6ad2b7067a3eaef84caff6298e467dbc333ff,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3501598027,https://github.com/vybestack/llxprt-code/commit/85c6ad2b7067a3eaef84caff6298e467dbc333ff,1.0 hours after latest retained CodeRabbit finding
llxprt-code,2257,medium_confidence,commit_after_finding_within_24h,2026-06-30T21:43:44Z,501460ed807cfe0656b8e2811fbec16e7ad9fdd3,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3501598027,https://github.com/vybestack/llxprt-code/commit/501460ed807cfe0656b8e2811fbec16e7ad9fdd3,1.4 hours after latest retained CodeRabbit finding
llxprt-code,2257,high_confidence,explicit_fixed_reply_with_commit,2026-06-30T21:44:11Z,501460ed8,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3501598027,https://github.com/vybestack/llxprt-code/pull/2257#discussion_r3502005955,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2260,medium_confidence,commit_after_finding_within_24h,2026-06-29T20:12:53Z,4b53b9af15451f62ba9c9cbf037b063d878eca8b,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3493922807,https://github.com/vybestack/llxprt-code/commit/4b53b9af15451f62ba9c9cbf037b063d878eca8b,1.6 hours after latest retained CodeRabbit finding
llxprt-code,2260,high_confidence,commit_message_review_reference,2026-06-29T20:18:53Z,fb0d682aad1c27dea2d19b2c3da657d672507720,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3493922807,https://github.com/vybestack/llxprt-code/commit/fb0d682aad1c27dea2d19b2c3da657d672507720,1.7 hours after latest retained CodeRabbit finding
llxprt-code,2260,high_confidence,explicit_fixed_reply_with_commit,2026-06-29T20:19:22Z,fb0d682aa,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3493922807,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3494476013,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2260,medium_confidence,commit_after_finding_within_24h,2026-06-29T20:21:17Z,d75c3eef8af0813c38c50e2d346fa531629754ca,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3493922807,https://github.com/vybestack/llxprt-code/commit/d75c3eef8af0813c38c50e2d346fa531629754ca,1.7 hours after latest retained CodeRabbit finding
llxprt-code,2260,high_confidence,explicit_fixed_reply_with_commit,2026-06-29T20:21:29Z,d75c3eef8,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3493922840,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3494486300,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2260,medium_confidence,commit_after_finding_within_24h,2026-06-30T02:37:50Z,1d4e8d40ae0d9ef35a905c2a41d1012b9a3451a8,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3493922807,https://github.com/vybestack/llxprt-code/commit/1d4e8d40ae0d9ef35a905c2a41d1012b9a3451a8,8.0 hours after latest retained CodeRabbit finding
llxprt-code,2260,medium_confidence,commit_after_finding_within_24h,2026-06-30T02:40:08Z,171a725b65483de31c68bb012ed1f46013478707,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3493922807,https://github.com/vybestack/llxprt-code/commit/171a725b65483de31c68bb012ed1f46013478707,8.0 hours after latest retained CodeRabbit finding
llxprt-code,2260,medium_confidence,commit_after_finding_within_24h,2026-06-30T02:42:28Z,130afeaff5345b72a183293736448c05e3bd9976,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3493922807,https://github.com/vybestack/llxprt-code/commit/130afeaff5345b72a183293736448c05e3bd9976,8.1 hours after latest retained CodeRabbit finding
llxprt-code,2260,medium_confidence,commit_after_finding_within_24h,2026-06-30T03:12:11Z,b0c707fc284939cef8e8fe4ca94b24e044d21e4a,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3493922807,https://github.com/vybestack/llxprt-code/commit/b0c707fc284939cef8e8fe4ca94b24e044d21e4a,8.6 hours after latest retained CodeRabbit finding
llxprt-code,2260,medium_confidence,commit_after_finding_within_24h,2026-06-30T04:42:52Z,2d80c8451a47df504af6b6ec1c6e1c83e39880f3,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3495940926,https://github.com/vybestack/llxprt-code/commit/2d80c8451a47df504af6b6ec1c6e1c83e39880f3,1.4 hours after latest retained CodeRabbit finding
llxprt-code,2260,high_confidence,explicit_fixed_reply_with_commit,2026-06-30T04:44:31Z,2d80c8451,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3495940926,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3496217116,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2260,medium_confidence,commit_after_finding_within_24h,2026-06-30T05:59:41Z,766baf4ec2081377a52b0ac98e425961535a0672,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3496224868,https://github.com/vybestack/llxprt-code/commit/766baf4ec2081377a52b0ac98e425961535a0672,1.2 hours after latest retained CodeRabbit finding
llxprt-code,2260,high_confidence,explicit_fixed_reply_with_commit,2026-06-30T06:00:12Z,766baf4ec,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3496224868,https://github.com/vybestack/llxprt-code/pull/2260#discussion_r3496498413,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2262,medium_confidence,commit_after_finding_within_24h,2026-06-29T22:15:33Z,ad07fa8c22768439e4cc510785d71db336cb6d6a,https://github.com/vybestack/llxprt-code/pull/2262#discussion_r3494926011,https://github.com/vybestack/llxprt-code/commit/ad07fa8c22768439e4cc510785d71db336cb6d6a,0.3 hours after latest retained CodeRabbit finding
llxprt-code,2262,medium_confidence,commit_after_finding_within_24h,2026-06-29T22:21:35Z,fda3ccb424cc38402fcf5d8472d18ce338ea33c1,https://github.com/vybestack/llxprt-code/pull/2262#discussion_r3494926011,https://github.com/vybestack/llxprt-code/commit/fda3ccb424cc38402fcf5d8472d18ce338ea33c1,0.4 hours after latest retained CodeRabbit finding
llxprt-code,2265,high_confidence,commit_message_review_reference,2026-06-29T22:11:46Z,8a3a1bd6a7309863cdde94730349b5b0eea6dc91,https://github.com/vybestack/llxprt-code/pull/2265#discussion_r3494677319,https://github.com/vybestack/llxprt-code/commit/8a3a1bd6a7309863cdde94730349b5b0eea6dc91,1.2 hours after latest retained CodeRabbit finding
llxprt-code,2265,high_confidence,explicit_fixed_reply_with_commit,2026-06-29T22:13:23Z,8a3a1bd6a,https://github.com/vybestack/llxprt-code/pull/2265#discussion_r3494677319,https://github.com/vybestack/llxprt-code/pull/2265#discussion_r3494999323,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2265,medium_confidence,commit_after_finding_within_24h,2026-06-29T23:14:30Z,c79ebd53d6fd50181eb4b19161f2f617cf9497a7,https://github.com/vybestack/llxprt-code/pull/2265#discussion_r3494677319,https://github.com/vybestack/llxprt-code/commit/c79ebd53d6fd50181eb4b19161f2f617cf9497a7,2.2 hours after latest retained CodeRabbit finding
llxprt-code,2265,medium_confidence,commit_after_finding_within_24h,2026-06-30T00:08:19Z,cb2b62467227d7b52d243a76e4d27fde75c3592c,https://github.com/vybestack/llxprt-code/pull/2265#discussion_r3494677319,https://github.com/vybestack/llxprt-code/commit/cb2b62467227d7b52d243a76e4d27fde75c3592c,3.1 hours after latest retained CodeRabbit finding
llxprt-code,2265,medium_confidence,commit_after_finding_within_24h,2026-06-30T00:16:13Z,c08e2e34bcae2d718c002b5fc472cabe15f71bae,https://github.com/vybestack/llxprt-code/pull/2265#discussion_r3494677319,https://github.com/vybestack/llxprt-code/commit/c08e2e34bcae2d718c002b5fc472cabe15f71bae,3.3 hours after latest retained CodeRabbit finding
llxprt-code,2265,medium_confidence,commit_after_finding_within_24h,2026-06-30T00:35:43Z,ec9d09f66eae3a346d09cf57923008cb4272b02b,https://github.com/vybestack/llxprt-code/pull/2265#discussion_r3494677319,https://github.com/vybestack/llxprt-code/commit/ec9d09f66eae3a346d09cf57923008cb4272b02b,3.6 hours after latest retained CodeRabbit finding
llxprt-code,2265,medium_confidence,commit_after_finding_within_24h,2026-06-30T07:01:36Z,f9f5acff3db63eb6db1adad9f2e805cdf0f0dee3,https://github.com/vybestack/llxprt-code/pull/2265#discussion_r3494677319,https://github.com/vybestack/llxprt-code/commit/f9f5acff3db63eb6db1adad9f2e805cdf0f0dee3,10.0 hours after latest retained CodeRabbit finding
llxprt-code,2268,medium_confidence,commit_after_finding_within_24h,2026-06-29T22:28:00Z,6eca710ce37226657ebe36ffbe5ae8ef472c6b3e,https://github.com/vybestack/llxprt-code/pull/2268#discussion_r3494956276,https://github.com/vybestack/llxprt-code/commit/6eca710ce37226657ebe36ffbe5ae8ef472c6b3e,0.4 hours after latest retained CodeRabbit finding
llxprt-code,2268,high_confidence,commit_message_review_reference,2026-06-29T23:02:38Z,b02eb83bd31118a0685fa5dacfc3d7ac20917e98,https://github.com/vybestack/llxprt-code/pull/2268#discussion_r3494956276,https://github.com/vybestack/llxprt-code/commit/b02eb83bd31118a0685fa5dacfc3d7ac20917e98,1.0 hours after latest retained CodeRabbit finding
llxprt-code,2268,high_confidence,explicit_fixed_reply_with_commit,2026-06-29T23:04:29Z,b02eb83bd,https://github.com/vybestack/llxprt-code/pull/2268#discussion_r3494956276,https://github.com/vybestack/llxprt-code/pull/2268#discussion_r3495187429,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2268,medium_confidence,commit_after_finding_within_24h,2026-06-29T23:50:13Z,7a036d8b3c1516d389d94f7998a8b3eee4af9421,https://github.com/vybestack/llxprt-code/pull/2268#discussion_r3495202268,https://github.com/vybestack/llxprt-code/commit/7a036d8b3c1516d389d94f7998a8b3eee4af9421,0.7 hours after latest retained CodeRabbit finding
llxprt-code,2268,high_confidence,explicit_fixed_reply_with_commit,2026-06-29T23:53:18Z,7a036d8b3,https://github.com/vybestack/llxprt-code/pull/2268#discussion_r3495202268,https://github.com/vybestack/llxprt-code/pull/2268#discussion_r3495343442,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2276,medium_confidence,commit_after_finding_within_24h,2026-06-30T03:48:11Z,fdef99950d2469999eba3b29ebc73e10ab985ebe,https://github.com/vybestack/llxprt-code/pull/2276#discussion_r3495975574,https://github.com/vybestack/llxprt-code/commit/fdef99950d2469999eba3b29ebc73e10ab985ebe,0.3 hours after latest retained CodeRabbit finding
llxprt-code,2276,high_confidence,explicit_fixed_reply_with_commit,2026-06-30T03:49:23Z,fdef99950,https://github.com/vybestack/llxprt-code/pull/2276#discussion_r3495975574,https://github.com/vybestack/llxprt-code/pull/2276#discussion_r3496026572,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2277,medium_confidence,commit_after_finding_within_24h,2026-06-30T05:07:37Z,0c7146f09ad240088fe8747720efe3976813215e,https://github.com/vybestack/llxprt-code/pull/2277#discussion_r3496258438,https://github.com/vybestack/llxprt-code/commit/0c7146f09ad240088fe8747720efe3976813215e,0.2 hours after latest retained CodeRabbit finding
llxprt-code,2277,high_confidence,explicit_fixed_reply_with_commit,2026-06-30T05:08:34Z,0c7146f09,https://github.com/vybestack/llxprt-code/pull/2277#discussion_r3496258453,https://github.com/vybestack/llxprt-code/pull/2277#discussion_r3496309654,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2277,medium_confidence,commit_after_finding_within_24h,2026-06-30T08:11:39Z,d4d79f27a4aa2a53f5f82a7b4e6035d29a0e0768,https://github.com/vybestack/llxprt-code/pull/2277#discussion_r3496258438,https://github.com/vybestack/llxprt-code/commit/d4d79f27a4aa2a53f5f82a7b4e6035d29a0e0768,3.2 hours after latest retained CodeRabbit finding
llxprt-code,2284,high_confidence,commit_message_review_reference,2026-06-30T14:32:52Z,5d37a299b00242e476c5ffcb0ecd69d59f63ff06,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3497982961,https://github.com/vybestack/llxprt-code/commit/5d37a299b00242e476c5ffcb0ecd69d59f63ff06,4.2 hours after latest retained CodeRabbit finding
llxprt-code,2284,medium_confidence,commit_after_finding_within_24h,2026-06-30T15:31:37Z,9667cddc0a2503e1b075d62c8351da59874e2a73,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3499591532,https://github.com/vybestack/llxprt-code/commit/9667cddc0a2503e1b075d62c8351da59874e2a73,0.9 hours after latest retained CodeRabbit finding
llxprt-code,2284,medium_confidence,commit_after_finding_within_24h,2026-06-30T15:45:01Z,8a0a4be4f3883ea4c68ad65d4e995dacaa84e7a0,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3499591532,https://github.com/vybestack/llxprt-code/commit/8a0a4be4f3883ea4c68ad65d4e995dacaa84e7a0,1.1 hours after latest retained CodeRabbit finding
llxprt-code,2284,medium_confidence,commit_after_finding_within_24h,2026-06-30T15:51:06Z,5e8d04647a1b40d41627856c24434b593290c610,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3499591532,https://github.com/vybestack/llxprt-code/commit/5e8d04647a1b40d41627856c24434b593290c610,1.2 hours after latest retained CodeRabbit finding
llxprt-code,2284,high_confidence,commit_message_review_reference,2026-06-30T16:42:57Z,7cf5ef52efb6252d08076b92e8b98743b5d8c56c,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3499591532,https://github.com/vybestack/llxprt-code/commit/7cf5ef52efb6252d08076b92e8b98743b5d8c56c,2.1 hours after latest retained CodeRabbit finding
llxprt-code,2284,high_confidence,explicit_fixed_reply_with_commit,2026-06-30T16:45:08Z,7cf5ef52e,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3499591532,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3500420695,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2284,medium_confidence,commit_after_finding_within_24h,2026-06-30T21:13:31Z,ad83866e7a3ff24ee21f93e4460248cb108757c0,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3499591532,https://github.com/vybestack/llxprt-code/commit/ad83866e7a3ff24ee21f93e4460248cb108757c0,6.6 hours after latest retained CodeRabbit finding
llxprt-code,2284,high_confidence,commit_message_review_reference,2026-06-30T22:23:24Z,15542446bf522e735ade315c2745adfd4dfcdd9d,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3501914110,https://github.com/vybestack/llxprt-code/commit/15542446bf522e735ade315c2745adfd4dfcdd9d,1.0 hours after latest retained CodeRabbit finding
llxprt-code,2284,high_confidence,explicit_fixed_reply_with_commit,2026-06-30T22:23:54Z,15542446b,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3497982954,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3502167386,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2284,high_confidence,commit_message_review_reference,2026-07-01T00:19:08Z,d34bbc4af6466a79ccc1b97833005029ec38be37,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3501914110,https://github.com/vybestack/llxprt-code/commit/d34bbc4af6466a79ccc1b97833005029ec38be37,2.9 hours after latest retained CodeRabbit finding
llxprt-code,2284,high_confidence,explicit_fixed_reply_with_commit,2026-07-01T00:19:25Z,d34bbc4af,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3497982874,https://github.com/vybestack/llxprt-code/pull/2284#discussion_r3502536962,LLM-authored reply uses fix/address language and cites a commit
llxprt-code,2290,medium_confidence,commit_after_finding_within_24h,2026-06-30T19:28:35Z,edbacad61cb0f610bfdce4ae127939dfc5359de6,https://github.com/vybestack/llxprt-code/pull/2290#discussion_r3501330196,https://github.com/vybestack/llxprt-code/commit/edbacad61cb0f610bfdce4ae127939dfc5359de6,0.0 hours after latest retained CodeRabbit finding
llxprt-code,2290,high_confidence,commit_message_review_reference,2026-06-30T19:46:38Z,5e596aafd591d27bd9e2624d7c318ac664e34d6d,https://github.com/vybestack/llxprt-code/pull/2290#discussion_r3501330196,https://github.com/vybestack/llxprt-code/commit/5e596aafd591d27bd9e2624d7c318ac664e34d6d,0.3 hours after latest retained CodeRabbit finding
llxprt-code,2290,medium_confidence,commit_after_finding_within_24h,2026-06-30T20:00:10Z,3bd4bb52e4ee7f93593168ea41316719da234648,https://github.com/vybestack/llxprt-code/pull/2290#discussion_r3501330196,https://github.com/vybestack/llxprt-code/commit/3bd4bb52e4ee7f93593168ea41316719da234648,0.5 hours after latest retained CodeRabbit finding
llxprt-code,2290,medium_confidence,commit_after_finding_within_24h,2026-06-30T20:15:33Z,b5074851bdb11e6253fad4a30e27b75b30907e57,https://github.com/vybestack/llxprt-code/pull/2290#discussion_r3501330196,https://github.com/vybestack/llxprt-code/commit/b5074851bdb11e6253fad4a30e27b75b30907e57,0.8 hours after latest retained CodeRabbit finding
llxprt-code,2290,medium_confidence,commit_after_finding_within_24h,2026-06-30T20:55:41Z,09a9a1676412b4dbc9e71a509991264c3b11c1d8,https://github.com/vybestack/llxprt-code/pull/2290#discussion_r3501330196,https://github.com/vybestack/llxprt-code/commit/09a9a1676412b4dbc9e71a509991264c3b11c1d8,1.5 hours after latest retained CodeRabbit finding
llxprt-code,2290,medium_confidence,commit_after_finding_within_24h,2026-06-30T21:37:55Z,76d9c31cacedf651080b19c12a40a6ac7f024877,https://github.com/vybestack/llxprt-code/pull/2290#discussion_r3501330196,https://github.com/vybestack/llxprt-code/commit/76d9c31cacedf651080b19c12a40a6ac7f024877,2.2 hours after latest retained CodeRabbit finding
