repository,pr_number,comment_id,comment_url,created_at,updated_at,exact_heading,message_variant,plan_stated,next_review_wait_stated,mutable_comment,retrieved_on,pr_open_to_limit_minutes,minutes_to_next_success_signal
llxprt-code,2318,4859736130,https://github.com/vybestack/llxprt-code/pull/2318#issuecomment-4859736130,2026-07-01T20:21:09Z,2026-07-02T00:36:24Z,Review limit reached,adaptive_fair_usage,Pro Plus,5 minutes,yes,2026-07-14,0.1,11.8
llxprt-code,2319,4859767898,https://github.com/vybestack/llxprt-code/pull/2319#issuecomment-4859767898,2026-07-01T20:25:59Z,2026-07-01T20:25:59Z,Review limit reached,adaptive_fair_usage,Pro Plus,50 minutes,no,2026-07-14,0.1,7.0
llxprt-luther,93,4860042342,https://github.com/vybestack/llxprt-luther/pull/93#issuecomment-4860042342,2026-07-01T21:07:07Z,2026-07-01T21:34:38Z,Review limit reached,adaptive_fair_usage,Pro Plus,42 minutes,yes,2026-07-14,0.1,17.3
llxprt-jefe,115,4860947815,https://github.com/vybestack/llxprt-jefe/pull/115#issuecomment-4860947815,2026-07-01T23:49:25Z,2026-07-02T02:27:22Z,Review limit reached,adaptive_fair_usage,Pro Plus,3 minutes,yes,2026-07-14,0.1,33.6
llxprt-luther,94,4861034504,https://github.com/vybestack/llxprt-luther/pull/94#issuecomment-4861034504,2026-07-02T00:07:55Z,2026-07-02T03:11:44Z,Review limit reached,adaptive_fair_usage,Pro Plus,8 minutes,yes,2026-07-14,0.1,82.6
llxprt-luther,96,4862357164,https://github.com/vybestack/llxprt-luther/pull/96#issuecomment-4862357164,2026-07-02T05:01:22Z,2026-07-02T06:50:40Z,Review limit reached,adaptive_fair_usage,Pro Plus,19 minutes,yes,2026-07-14,0.4,10.9
llxprt-code,2330,4862927159,https://github.com/vybestack/llxprt-code/pull/2330#issuecomment-4862927159,2026-07-02T06:44:34Z,2026-07-02T22:32:39Z,Review limit reached,adaptive_fair_usage,Pro Plus,3 minutes,yes,2026-07-14,0.1,35.6
llxprt-luther,98,4866122851,https://github.com/vybestack/llxprt-luther/pull/98#issuecomment-4866122851,2026-07-02T13:15:45Z,2026-07-03T08:27:13Z,Review limit reached,adaptive_fair_usage,Pro Plus,10 minutes,yes,2026-07-14,0.2,1054.1
llxprt-luther,100,4870757305,https://github.com/vybestack/llxprt-luther/pull/100#issuecomment-4870757305,2026-07-02T21:50:38Z,2026-07-03T02:43:06Z,Review limit reached,adaptive_fair_usage,Pro Plus,1 minute,yes,2026-07-14,0.3,539.2
llxprt-luther,101,4870780093,https://github.com/vybestack/llxprt-luther/pull/101#issuecomment-4870780093,2026-07-02T21:54:43Z,2026-07-02T22:55:55Z,Review limit reached,adaptive_fair_usage,Pro Plus,53 minutes,yes,2026-07-14,0.2,535.2
llxprt-jefe,122,4871084275,https://github.com/vybestack/llxprt-jefe/pull/122#issuecomment-4871084275,2026-07-02T22:49:59Z,2026-07-02T22:57:37Z,Review limit reached,adaptive_fair_usage,Pro Plus,52 minutes,yes,2026-07-14,0.2,7.5
llxprt-code,2336,4871206588,https://github.com/vybestack/llxprt-code/pull/2336#issuecomment-4871206588,2026-07-02T23:11:50Z,2026-07-03T07:23:25Z,Review limit reached,adaptive_fair_usage,Pro Plus,1 minute,yes,2026-07-14,0.2,99.0
llxprt-luther,102,4871207396,https://github.com/vybestack/llxprt-luther/pull/102#issuecomment-4871207396,2026-07-02T23:11:59Z,2026-07-02T23:23:56Z,Review limit reached,adaptive_fair_usage,Pro Plus,25 minutes,yes,2026-07-14,0.1,457.9
llxprt-luther,103,4871315677,https://github.com/vybestack/llxprt-luther/pull/103#issuecomment-4871315677,2026-07-02T23:36:18Z,2026-07-02T23:39:03Z,Review limit reached,adaptive_fair_usage,Pro Plus,10 minutes,yes,2026-07-14,0.1,433.6
llxprt-luther,104,4871908692,https://github.com/vybestack/llxprt-luther/pull/104#issuecomment-4871908692,2026-07-03T01:54:15Z,2026-07-03T01:54:15Z,Review limit reached,adaptive_fair_usage,Pro Plus,15 minutes,no,2026-07-14,0.2,295.6
llxprt-luther,105,4872043662,https://github.com/vybestack/llxprt-luther/pull/105#issuecomment-4872043662,2026-07-03T02:24:12Z,2026-07-03T02:33:54Z,Review limit reached,adaptive_fair_usage,Pro Plus,10 minutes,yes,2026-07-14,0.3,265.7
llxprt-code,2341,4872078210,https://github.com/vybestack/llxprt-code/pull/2341#issuecomment-4872078210,2026-07-03T02:32:28Z,2026-07-03T06:41:12Z,Review limit reached,adaptive_fair_usage,Pro Plus,4 minutes,yes,2026-07-14,0.1,60.8
llxprt-jefe,123,4873219309,https://github.com/vybestack/llxprt-jefe/pull/123#issuecomment-4873219309,2026-07-03T06:31:12Z,2026-07-03T06:43:31Z,Review limit reached,adaptive_fair_usage,Pro Plus,2 minutes,yes,2026-07-14,0.3,2543.9
llxprt-luther,106,4873354866,https://github.com/vybestack/llxprt-luther/pull/106#issuecomment-4873354866,2026-07-03T06:44:59Z,2026-07-03T06:51:01Z,Review limit reached,adaptive_fair_usage,Pro Plus,33 minutes,yes,2026-07-14,0.1,4.9
llxprt-jefe,124,4873907717,https://github.com/vybestack/llxprt-jefe/pull/124#issuecomment-4873907717,2026-07-03T07:39:00Z,2026-07-03T07:47:34Z,Review limit reached,adaptive_fair_usage,Pro Plus,50 minutes,yes,2026-07-14,0.1,2476.1
llxprt-code,2354,4874021096,https://github.com/vybestack/llxprt-code/pull/2354#issuecomment-4874021096,2026-07-03T07:52:10Z,2026-07-04T19:09:20Z,Review limit reached,adaptive_fair_usage,Pro Plus,8 minutes,yes,2026-07-14,0.1,45.3
llxprt-luther,110,4886708289,https://github.com/vybestack/llxprt-luther/pull/110#issuecomment-4886708289,2026-07-05T16:18:35Z,2026-07-07T16:31:14Z,Review limit reached,adaptive_fair_usage,Pro Plus,57 minutes,yes,2026-07-14,0.3,17.6
llxprt-luther,111,4887467403,https://github.com/vybestack/llxprt-luther/pull/111#issuecomment-4887467403,2026-07-05T20:20:16Z,2026-07-05T20:27:43Z,Review limit reached,adaptive_fair_usage,Pro Plus,19 minutes,yes,2026-07-14,0.3,218.5
llxprt-jefe,127,4887573175,https://github.com/vybestack/llxprt-jefe/pull/127#issuecomment-4887573175,2026-07-05T20:59:52Z,2026-07-05T21:17:54Z,Review limit reached,adaptive_fair_usage,Pro Plus,2 minutes,yes,2026-07-14,0.3,11.9
llxprt-luther,112,4888390644,https://github.com/vybestack/llxprt-luther/pull/112#issuecomment-4888390644,2026-07-06T01:33:21Z,2026-07-07T00:31:58Z,Review limit reached,adaptive_fair_usage,Pro Plus,49 minutes,yes,2026-07-14,0.3,125.8
llxprt-jefe,130,4894127413,https://github.com/vybestack/llxprt-jefe/pull/130#issuecomment-4894127413,2026-07-06T14:45:45Z,2026-07-06T18:06:47Z,Review limit reached,could_not_start,Pro Plus,42 minutes,yes,2026-07-14,0.7,5.7
llxprt-jefe,132,4894571740,https://github.com/vybestack/llxprt-jefe/pull/132#issuecomment-4894571740,2026-07-06T15:27:04Z,2026-07-11T16:26:09Z,Review limit reached,could_not_start,Pro Plus,4 minutes,yes,2026-07-14,0.2,159.7
llxprt-jefe,134,4896681767,https://github.com/vybestack/llxprt-jefe/pull/134#issuecomment-4896681767,2026-07-06T19:09:46Z,2026-07-06T21:56:10Z,Review limit reached,could_not_start,Pro Plus,22 minutes,yes,2026-07-14,0.1,132.1
llxprt-code,2400,4897914925,https://github.com/vybestack/llxprt-code/pull/2400#issuecomment-4897914925,2026-07-06T21:48:22Z,2026-07-06T22:30:19Z,Review limit reached,adaptive_fair_usage,Pro Plus,16 minutes,yes,2026-07-14,0.7,109.2
llxprt-code,2401,4897978102,https://github.com/vybestack/llxprt-code/pull/2401#issuecomment-4897978102,2026-07-06T21:58:12Z,2026-07-06T22:36:25Z,Review limit reached,adaptive_fair_usage,Pro Plus,10 minutes,yes,2026-07-14,0.1,99.3
llxprt-code,2404,4898146809,https://github.com/vybestack/llxprt-code/pull/2404#issuecomment-4898146809,2026-07-06T22:22:19Z,2026-07-06T23:37:34Z,Review limit reached,adaptive_fair_usage,Pro Plus,18 minutes,yes,2026-07-14,0.2,75.2
llxprt-code,2405,4898543027,https://github.com/vybestack/llxprt-code/pull/2405#issuecomment-4898543027,2026-07-06T23:28:49Z,2026-07-07T00:14:50Z,Review limit reached,adaptive_fair_usage,Pro Plus,6 minutes,yes,2026-07-14,0.1,8.7
llxprt-code,2407,4898832103,https://github.com/vybestack/llxprt-code/pull/2407#issuecomment-4898832103,2026-07-07T00:20:26Z,2026-07-07T00:23:28Z,Review limit reached,adaptive_fair_usage,Pro Plus,58 minutes,yes,2026-07-14,0.2,3.0
llxprt-jefe,138,4898840605,https://github.com/vybestack/llxprt-jefe/pull/138#issuecomment-4898840605,2026-07-07T00:22:04Z,2026-07-07T00:35:35Z,Review limit reached,adaptive_fair_usage,Pro Plus,46 minutes,yes,2026-07-14,0.3,8.1
llxprt-code,2409,4898943226,https://github.com/vybestack/llxprt-code/pull/2409#issuecomment-4898943226,2026-07-07T00:41:56Z,2026-07-07T03:21:35Z,Review limit reached,adaptive_fair_usage,Pro Plus,40 minutes,yes,2026-07-14,0.1,62.3
llxprt-code,2415,4899697657,https://github.com/vybestack/llxprt-code/pull/2415#issuecomment-4899697657,2026-07-07T03:01:55Z,2026-07-09T18:54:46Z,Review limit reached,adaptive_fair_usage,Pro Plus,20 minutes,yes,2026-07-14,0.4,138.1
llxprt-luther,114,4899910961,https://github.com/vybestack/llxprt-luther/pull/114#issuecomment-4899910961,2026-07-07T03:45:57Z,2026-07-07T19:05:44Z,Review limit reached,adaptive_fair_usage,Pro Plus,44 minutes,yes,2026-07-14,112.2,1.9
llxprt-code,2420,4900385244,https://github.com/vybestack/llxprt-code/pull/2420#issuecomment-4900385244,2026-07-07T05:12:07Z,2026-07-07T05:32:34Z,Review limit reached,adaptive_fair_usage,Pro Plus,39 minutes,yes,2026-07-14,0.5,7.8
llxprt-code,2421,4900445118,https://github.com/vybestack/llxprt-code/pull/2421#issuecomment-4900445118,2026-07-07T05:23:03Z,2026-07-07T05:23:03Z,Review limit reached,adaptive_fair_usage,Pro Plus,48 minutes,no,2026-07-14,0.1,101.8
llxprt-code,2424,4900729685,https://github.com/vybestack/llxprt-code/pull/2424#issuecomment-4900729685,2026-07-07T06:13:27Z,2026-07-07T08:02:51Z,Review limit reached,adaptive_fair_usage,Pro Plus,50 minutes,yes,2026-07-14,0.1,51.5
llxprt-code,2426,4901058115,https://github.com/vybestack/llxprt-code/pull/2426#issuecomment-4901058115,2026-07-07T07:03:37Z,2026-07-07T13:37:04Z,Review limit reached,adaptive_fair_usage,Pro Plus,28 minutes,yes,2026-07-14,0.9,1.3
llxprt-jefe,139,4901679609,https://github.com/vybestack/llxprt-jefe/pull/139#issuecomment-4901679609,2026-07-07T08:24:02Z,2026-07-07T08:24:02Z,Review limit reached,adaptive_fair_usage,Pro Plus,28 minutes,no,2026-07-14,0.2,84.4
llxprt-jefe,140,4906046795,https://github.com/vybestack/llxprt-jefe/pull/140#issuecomment-4906046795,2026-07-07T16:29:22Z,2026-07-07T16:46:16Z,Review limit reached,adaptive_fair_usage,Pro Plus,42 minutes,yes,2026-07-14,0.3,493.4
llxprt-code,2437,4906724613,https://github.com/vybestack/llxprt-code/pull/2437#issuecomment-4906724613,2026-07-07T17:37:04Z,2026-07-08T00:49:02Z,Review limit reached,adaptive_fair_usage,Pro Plus,37 minutes,yes,2026-07-14,0.5,7.6
llxprt-luther,116,4909446159,https://github.com/vybestack/llxprt-luther/pull/116#issuecomment-4909446159,2026-07-07T22:02:28Z,2026-07-08T03:34:31Z,Review limit reached,adaptive_fair_usage,Pro Plus,36 minutes,yes,2026-07-14,0.1,236.6
llxprt-jefe,147,4909587121,https://github.com/vybestack/llxprt-jefe/pull/147#issuecomment-4909587121,2026-07-07T22:24:58Z,2026-07-08T03:51:10Z,Review limit reached,adaptive_fair_usage,Pro Plus,19 minutes,yes,2026-07-14,0.1,137.8
llxprt-jefe,149,4911980246,https://github.com/vybestack/llxprt-jefe/pull/149#issuecomment-4911980246,2026-07-08T06:27:36Z,2026-07-08T14:44:42Z,Review limit reached,adaptive_fair_usage,Pro Plus,19 minutes,yes,2026-07-14,0.3,6.1
llxprt-jefe,152,4916651467,https://github.com/vybestack/llxprt-jefe/pull/152#issuecomment-4916651467,2026-07-08T15:52:34Z,2026-07-08T15:52:34Z,Review limit reached,adaptive_fair_usage,Pro Plus,41 minutes,no,2026-07-14,0.1,40.6
llxprt-luther,120,4916741082,https://github.com/vybestack/llxprt-luther/pull/120#issuecomment-4916741082,2026-07-08T16:02:22Z,2026-07-09T18:35:37Z,Review limit reached,adaptive_fair_usage,Pro Plus,40 minutes,yes,2026-07-14,0.2,56.5
llxprt-code,2444,4916923446,https://github.com/vybestack/llxprt-code/pull/2444#issuecomment-4916923446,2026-07-08T16:23:32Z,2026-07-08T16:23:32Z,Review limit reached,adaptive_fair_usage,Pro Plus,10 minutes,no,2026-07-14,0.1,157.6
llxprt-jefe,154,4916960468,https://github.com/vybestack/llxprt-jefe/pull/154#issuecomment-4916960468,2026-07-08T16:28:01Z,2026-07-08T16:33:15Z,Review limit reached,adaptive_fair_usage,Pro Plus,36 seconds,yes,2026-07-14,0.1,5.2
llxprt-code,2447,4917854758,https://github.com/vybestack/llxprt-code/pull/2447#issuecomment-4917854758,2026-07-08T18:13:53Z,2026-07-08T21:20:05Z,Review limit reached,adaptive_fair_usage,Pro Plus,42 minutes,yes,2026-07-14,0.1,47.2
llxprt-code,2448,4918235817,https://github.com/vybestack/llxprt-code/pull/2448#issuecomment-4918235817,2026-07-08T18:56:34Z,2026-07-08T19:15:27Z,Review limit reached,adaptive_fair_usage,Pro Plus,40 minutes,yes,2026-07-14,1.1,4.5
llxprt-jefe,157,4918508280,https://github.com/vybestack/llxprt-jefe/pull/157#issuecomment-4918508280,2026-07-08T19:32:10Z,2026-07-08T19:48:07Z,Review limit reached,adaptive_fair_usage,Pro Plus,7 minutes,yes,2026-07-14,0.1,13.8
llxprt-jefe,159,4919098008,https://github.com/vybestack/llxprt-jefe/pull/159#issuecomment-4919098008,2026-07-08T20:51:57Z,2026-07-08T21:11:51Z,Review limit reached,adaptive_fair_usage,Pro Plus,51 minutes,yes,2026-07-14,0.1,1196.2
llxprt-jefe,161,4919724879,https://github.com/vybestack/llxprt-jefe/pull/161#issuecomment-4919724879,2026-07-08T22:20:32Z,2026-07-08T22:23:51Z,Review limit reached,adaptive_fair_usage,Pro Plus,47 minutes,yes,2026-07-14,0.1,1107.6
llxprt-jefe,162,4920196375,https://github.com/vybestack/llxprt-jefe/pull/162#issuecomment-4920196375,2026-07-08T23:50:23Z,2026-07-08T23:51:13Z,Review limit reached,adaptive_fair_usage,Pro Plus,43 minutes,yes,2026-07-14,4.9,1017.8
llxprt-code,2451,4920341846,https://github.com/vybestack/llxprt-code/pull/2451#issuecomment-4920341846,2026-07-09T00:19:15Z,2026-07-09T01:06:05Z,Review limit reached,adaptive_fair_usage,Pro Plus,30 minutes,yes,2026-07-14,0.1,24.9
llxprt-jefe,165,4920780598,https://github.com/vybestack/llxprt-jefe/pull/165#issuecomment-4920780598,2026-07-09T01:46:10Z,2026-07-09T03:01:09Z,Review limit reached,adaptive_fair_usage,Pro Plus,44 minutes,yes,2026-07-14,0.2,902.0
llxprt-luther,124,4921894508,https://github.com/vybestack/llxprt-luther/pull/124#issuecomment-4921894508,2026-07-09T05:35:45Z,2026-07-09T06:46:07Z,Review limit reached,adaptive_fair_usage,Pro Plus,9 minutes,yes,2026-07-14,0.1,2136.3
llxprt-jefe,167,4921899612,https://github.com/vybestack/llxprt-jefe/pull/167#issuecomment-4921899612,2026-07-09T05:36:48Z,2026-07-09T06:33:49Z,Review limit reached,adaptive_fair_usage,Pro Plus,21 minutes,yes,2026-07-14,0.2,671.4
llxprt-jefe,168,4922083678,https://github.com/vybestack/llxprt-jefe/pull/168#issuecomment-4922083678,2026-07-09T06:10:01Z,2026-07-09T19:08:07Z,Review limit reached,adaptive_fair_usage,Pro Plus,7 minutes,yes,2026-07-14,0.2,638.1
llxprt-jefe,172,4927442112,https://github.com/vybestack/llxprt-jefe/pull/172#issuecomment-4927442112,2026-07-09T16:40:19Z,2026-07-09T16:58:03Z,Review limit reached,adaptive_fair_usage,Pro Plus,41 minutes,yes,2026-07-14,0.6,7.8
llxprt-jefe,174,4928305305,https://github.com/vybestack/llxprt-jefe/pull/174#issuecomment-4928305305,2026-07-09T18:29:08Z,2026-07-10T15:08:06Z,Review limit reached,adaptive_fair_usage,Pro Plus,17 minutes,yes,2026-07-14,0.1,1460.9
llxprt-jefe,176,4928422035,https://github.com/vybestack/llxprt-jefe/pull/176#issuecomment-4928422035,2026-07-09T18:43:34Z,2026-07-09T18:49:36Z,Review limit reached,adaptive_fair_usage,Pro Plus,26 minutes,yes,2026-07-14,0.2,1446.4
llxprt-code,2471,4928782508,https://github.com/vybestack/llxprt-code/pull/2471#issuecomment-4928782508,2026-07-09T19:28:00Z,2026-07-09T19:28:00Z,Review limit reached,adaptive_fair_usage,Pro Plus,49 minutes,no,2026-07-14,0.2,500.6
llxprt-jefe,177,4928889682,https://github.com/vybestack/llxprt-jefe/pull/177#issuecomment-4928889682,2026-07-09T19:42:05Z,2026-07-09T20:48:59Z,Review limit reached,adaptive_fair_usage,Pro Plus,31 minutes,yes,2026-07-14,0.1,1387.9
llxprt-code,2473,4929012114,https://github.com/vybestack/llxprt-code/pull/2473#issuecomment-4929012114,2026-07-09T19:58:26Z,2026-07-09T21:06:59Z,Review limit reached,adaptive_fair_usage,Pro Plus,13 minutes,yes,2026-07-14,0.1,470.2
llxprt-code,2474,4929186065,https://github.com/vybestack/llxprt-code/pull/2474#issuecomment-4929186065,2026-07-09T20:21:11Z,2026-07-09T20:30:16Z,Review limit reached,adaptive_fair_usage,Pro Plus,50 minutes,yes,2026-07-14,0.7,447.5
llxprt-luther,126,4937529338,https://github.com/vybestack/llxprt-luther/pull/126#issuecomment-4937529338,2026-07-10T16:45:13Z,2026-07-11T01:33:29Z,Review limit reached,adaptive_fair_usage,Pro Plus,2 minutes,yes,2026-07-14,224.0,26.9
llxprt-jefe,180,4937714445,https://github.com/vybestack/llxprt-jefe/pull/180#issuecomment-4937714445,2026-07-10T17:09:05Z,2026-07-12T14:27:01Z,Review limit reached,adaptive_fair_usage,Pro Plus,19 minutes,yes,2026-07-14,0.1,100.9
llxprt-code,2491,4938738798,https://github.com/vybestack/llxprt-code/pull/2491#issuecomment-4938738798,2026-07-10T19:19:39Z,2026-07-10T20:16:12Z,Review limit reached,adaptive_fair_usage,Pro Plus,32 minutes,yes,2026-07-14,0.1,53.0
llxprt-jefe,191,4938836275,https://github.com/vybestack/llxprt-jefe/pull/191#issuecomment-4938836275,2026-07-10T19:33:43Z,2026-07-10T21:11:53Z,Review limit reached,adaptive_fair_usage,Pro Plus,42 minutes,yes,2026-07-14,0.1,24.5
llxprt-code,2493,4939461697,https://github.com/vybestack/llxprt-code/pull/2493#issuecomment-4939461697,2026-07-10T20:54:19Z,2026-07-12T16:34:08Z,Review limit reached,adaptive_fair_usage,Pro Plus,35 minutes,yes,2026-07-14,0.4,5.9
llxprt-jefe,192,4939565788,https://github.com/vybestack/llxprt-jefe/pull/192#issuecomment-4939565788,2026-07-10T21:10:13Z,2026-07-12T17:54:50Z,Review limit reached,adaptive_fair_usage,Pro Plus,18 minutes,yes,2026-07-14,0.1,2.5
llxprt-code,2495,4940365061,https://github.com/vybestack/llxprt-code/pull/2495#issuecomment-4940365061,2026-07-10T23:32:14Z,2026-07-11T01:25:17Z,Review limit reached,adaptive_fair_usage,Pro Plus,10 minutes,yes,2026-07-14,0.3,4.5
llxprt-code,2497,4940848441,https://github.com/vybestack/llxprt-code/pull/2497#issuecomment-4940848441,2026-07-11T00:45:36Z,2026-07-11T02:06:40Z,Review limit reached,adaptive_fair_usage,Pro Plus,32 minutes,yes,2026-07-14,0.1,63.8
llxprt-jefe,193,4942069015,https://github.com/vybestack/llxprt-jefe/pull/193#issuecomment-4942069015,2026-07-11T03:36:14Z,2026-07-11T04:32:03Z,Review limit reached,adaptive_fair_usage,Pro Plus,3 minutes,yes,2026-07-14,0.3,10.2
llxprt-jefe,199,4947071932,https://github.com/vybestack/llxprt-jefe/pull/199#issuecomment-4947071932,2026-07-11T15:19:05Z,2026-07-11T18:29:47Z,Review limit reached,adaptive_fair_usage,Pro Plus,4 minutes,yes,2026-07-14,0.1,80.2
llxprt-luther,128,4948150145,https://github.com/vybestack/llxprt-luther/pull/128#issuecomment-4948150145,2026-07-11T17:49:14Z,2026-07-11T17:49:14Z,Review limit reached,adaptive_fair_usage,Pro Plus,45 minutes,no,2026-07-14,0.1,821.6
llxprt-jefe,209,4948294130,https://github.com/vybestack/llxprt-jefe/pull/209#issuecomment-4948294130,2026-07-11T18:29:33Z,2026-07-11T23:43:23Z,Review limit reached,adaptive_fair_usage,Pro Plus,34 minutes,yes,2026-07-14,0.1,14.5
llxprt-jefe,217,4948430874,https://github.com/vybestack/llxprt-jefe/pull/217#issuecomment-4948430874,2026-07-11T19:15:43Z,2026-07-11T20:57:11Z,Review limit reached,adaptive_fair_usage,Pro Plus,54 minutes,yes,2026-07-14,0.1,31.4
llxprt-jefe,218,4948502169,https://github.com/vybestack/llxprt-jefe/pull/218#issuecomment-4948502169,2026-07-11T19:38:53Z,2026-07-11T20:56:02Z,Review limit reached,adaptive_fair_usage,Pro Plus,55 minutes,yes,2026-07-14,0.2,8.2
llxprt-code,2503,4948556148,https://github.com/vybestack/llxprt-code/pull/2503#issuecomment-4948556148,2026-07-11T19:56:41Z,2026-07-12T00:09:43Z,Review limit reached,adaptive_fair_usage,Pro Plus,8 minutes,yes,2026-07-14,0.1,10.7
llxprt-code,2504,4948581231,https://github.com/vybestack/llxprt-code/pull/2504#issuecomment-4948581231,2026-07-11T20:05:10Z,2026-07-12T09:27:11Z,Review limit reached,adaptive_fair_usage,Pro Plus,10 minutes,yes,2026-07-14,0.2,2.2
llxprt-code,2507,4948648883,https://github.com/vybestack/llxprt-code/pull/2507#issuecomment-4948648883,2026-07-11T20:27:50Z,2026-07-11T23:35:14Z,Review limit reached,adaptive_fair_usage,Pro Plus,42 minutes,yes,2026-07-14,0.1,235.7
llxprt-luther,130,4948885225,https://github.com/vybestack/llxprt-luther/pull/130#issuecomment-4948885225,2026-07-11T21:50:58Z,2026-07-13T04:00:58Z,Review limit reached,adaptive_fair_usage,Pro Plus,27 minutes,yes,2026-07-14,0.1,579.9
llxprt-jefe,221,4949082087,https://github.com/vybestack/llxprt-jefe/pull/221#issuecomment-4949082087,2026-07-11T23:04:00Z,2026-07-12T00:31:09Z,Review limit reached,adaptive_fair_usage,Pro Plus,46 minutes,yes,2026-07-14,0.2,3.2
llxprt-jefe,225,4949253974,https://github.com/vybestack/llxprt-jefe/pull/225#issuecomment-4949253974,2026-07-12T00:04:44Z,2026-07-12T02:06:25Z,Review limit reached,adaptive_fair_usage,Pro Plus,12 minutes,yes,2026-07-14,0.1,86.4
llxprt-jefe,226,4949353843,https://github.com/vybestack/llxprt-jefe/pull/226#issuecomment-4949353843,2026-07-12T00:40:53Z,2026-07-12T02:17:32Z,Review limit reached,adaptive_fair_usage,Pro Plus,1 minute,yes,2026-07-14,0.2,50.2
llxprt-jefe,231,4949759399,https://github.com/vybestack/llxprt-jefe/pull/231#issuecomment-4949759399,2026-07-12T03:15:59Z,2026-07-12T03:22:15Z,Review limit reached,adaptive_fair_usage,Pro Plus,36 minutes,yes,2026-07-14,0.2,52.1
llxprt-luther,133,4949785176,https://github.com/vybestack/llxprt-luther/pull/133#issuecomment-4949785176,2026-07-12T03:26:03Z,2026-07-12T18:35:15Z,Review limit reached,adaptive_fair_usage,Pro Plus,42 minutes,yes,2026-07-14,0.1,244.8
llxprt-code,2513,4949801008,https://github.com/vybestack/llxprt-code/pull/2513#issuecomment-4949801008,2026-07-12T03:33:03Z,2026-07-12T05:14:22Z,Review limit reached,adaptive_fair_usage,Pro Plus,49 minutes,yes,2026-07-14,0.1,375.6
llxprt-jefe,232,4949833807,https://github.com/vybestack/llxprt-jefe/pull/232#issuecomment-4949833807,2026-07-12T03:47:38Z,2026-07-12T03:47:38Z,Review limit reached,adaptive_fair_usage,Pro Plus,10 minutes,no,2026-07-14,0.1,20.5
llxprt-code,2514,4949857570,https://github.com/vybestack/llxprt-code/pull/2514#issuecomment-4949857570,2026-07-12T03:57:38Z,2026-07-12T14:29:15Z,Review limit reached,adaptive_fair_usage,Pro Plus,17 minutes,yes,2026-07-14,0.1,351.0
llxprt-code,2515,4949895900,https://github.com/vybestack/llxprt-code/pull/2515#issuecomment-4949895900,2026-07-12T04:12:27Z,2026-07-12T06:08:38Z,Review limit reached,adaptive_fair_usage,Pro Plus,58 minutes,yes,2026-07-14,0.1,336.2
llxprt-jefe,233,4949968704,https://github.com/vybestack/llxprt-jefe/pull/233#issuecomment-4949968704,2026-07-12T04:35:59Z,2026-07-12T06:41:43Z,Review limit reached,adaptive_fair_usage,Pro Plus,25 minutes,yes,2026-07-14,0.1,42.1
llxprt-jefe,234,4949977427,https://github.com/vybestack/llxprt-jefe/pull/234#issuecomment-4949977427,2026-07-12T04:39:52Z,2026-07-12T05:19:54Z,Review limit reached,adaptive_fair_usage,Pro Plus,44 minutes,yes,2026-07-14,0.1,38.2
llxprt-jefe,235,4950139916,https://github.com/vybestack/llxprt-jefe/pull/235#issuecomment-4950139916,2026-07-12T05:50:58Z,2026-07-12T14:15:18Z,Review limit reached,adaptive_fair_usage,Pro Plus,31 minutes,yes,2026-07-14,0.1,34.4
llxprt-jefe,236,4950147907,https://github.com/vybestack/llxprt-jefe/pull/236#issuecomment-4950147907,2026-07-12T05:54:40Z,2026-07-13T14:45:35Z,Review limit reached,adaptive_fair_usage,Pro Plus,40 minutes,yes,2026-07-14,0.1,30.7
llxprt-jefe,237,4950197617,https://github.com/vybestack/llxprt-jefe/pull/237#issuecomment-4950197617,2026-07-12T06:14:35Z,2026-07-12T14:11:58Z,Review limit reached,adaptive_fair_usage,Pro Plus,34 minutes,yes,2026-07-14,0.2,10.8
llxprt-code,2520,4950721351,https://github.com/vybestack/llxprt-code/pull/2520#issuecomment-4950721351,2026-07-12T09:42:17Z,2026-07-12T20:00:09Z,Review limit reached,adaptive_fair_usage,Pro Plus,26 minutes,yes,2026-07-14,0.3,6.4
llxprt-code,2521,4951516699,https://github.com/vybestack/llxprt-code/pull/2521#issuecomment-4951516699,2026-07-12T14:22:41Z,2026-07-12T18:21:05Z,Review limit reached,adaptive_fair_usage,Pro Plus,56 minutes,yes,2026-07-14,0.1,42.1
llxprt-jefe,242,4951935062,https://github.com/vybestack/llxprt-jefe/pull/242#issuecomment-4951935062,2026-07-12T16:35:03Z,2026-07-12T16:56:37Z,Review limit reached,adaptive_fair_usage,Pro Plus,12 minutes,yes,2026-07-14,0.2,56.2
llxprt-code,2526,4952223413,https://github.com/vybestack/llxprt-code/pull/2526#issuecomment-4952223413,2026-07-12T18:09:41Z,2026-07-14T16:49:50Z,Review limit reached,adaptive_fair_usage,Pro Plus,23 minutes,yes,2026-07-14,0.2,22.4
llxprt-jefe,246,4952270896,https://github.com/vybestack/llxprt-jefe/pull/246#issuecomment-4952270896,2026-07-12T18:24:53Z,2026-07-12T18:24:53Z,Review limit reached,adaptive_fair_usage,Pro Plus,53 minutes,no,2026-07-14,0.1,78.5
llxprt-jefe,247,4952464163,https://github.com/vybestack/llxprt-jefe/pull/247#issuecomment-4952464163,2026-07-12T19:27:44Z,2026-07-12T20:39:52Z,Review limit reached,adaptive_fair_usage,Pro Plus,47 minutes,yes,2026-07-14,0.1,15.7
