event_id,repository,pr_number,comment_url,exclusion_scope,completed_review_preserved,reason,retrieved_on
RLE173,llxprt-jefe,172,https://github.com/vybestack/llxprt-jefe/pull/172#issuecomment-4927442112,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE174,llxprt-jefe,174,https://github.com/vybestack/llxprt-jefe/pull/174#issuecomment-4928305305,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE175,llxprt-jefe,176,https://github.com/vybestack/llxprt-jefe/pull/176#issuecomment-4928422035,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE176,llxprt-code,2471,https://github.com/vybestack/llxprt-code/pull/2471#issuecomment-4928782508,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE177,llxprt-jefe,177,https://github.com/vybestack/llxprt-jefe/pull/177#issuecomment-4928889682,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE178,llxprt-code,2473,https://github.com/vybestack/llxprt-code/pull/2473#issuecomment-4929012114,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE179,llxprt-code,2474,https://github.com/vybestack/llxprt-code/pull/2474#issuecomment-4929186065,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE180,llxprt-luther,126,https://github.com/vybestack/llxprt-luther/pull/126#issuecomment-4937529338,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE181,llxprt-jefe,180,https://github.com/vybestack/llxprt-jefe/pull/180#issuecomment-4937714445,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE182,llxprt-code,2491,https://github.com/vybestack/llxprt-code/pull/2491#issuecomment-4938738798,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE183,llxprt-jefe,191,https://github.com/vybestack/llxprt-jefe/pull/191#issuecomment-4938836275,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE184,llxprt-code,2493,https://github.com/vybestack/llxprt-code/pull/2493#issuecomment-4939461697,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE185,llxprt-jefe,192,https://github.com/vybestack/llxprt-jefe/pull/192#issuecomment-4939565788,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE186,llxprt-code,2495,https://github.com/vybestack/llxprt-code/pull/2495#issuecomment-4940365061,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE187,llxprt-code,2497,https://github.com/vybestack/llxprt-code/pull/2497#issuecomment-4940848441,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE188,llxprt-jefe,193,https://github.com/vybestack/llxprt-jefe/pull/193#issuecomment-4942069015,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE189,llxprt-jefe,199,https://github.com/vybestack/llxprt-jefe/pull/199#issuecomment-4947071932,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE190,llxprt-luther,128,https://github.com/vybestack/llxprt-luther/pull/128#issuecomment-4948150145,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE191,llxprt-jefe,209,https://github.com/vybestack/llxprt-jefe/pull/209#issuecomment-4948294130,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE192,llxprt-jefe,217,https://github.com/vybestack/llxprt-jefe/pull/217#issuecomment-4948430874,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE193,llxprt-jefe,218,https://github.com/vybestack/llxprt-jefe/pull/218#issuecomment-4948502169,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE194,llxprt-code,2503,https://github.com/vybestack/llxprt-code/pull/2503#issuecomment-4948556148,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE195,llxprt-code,2504,https://github.com/vybestack/llxprt-code/pull/2504#issuecomment-4948581231,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE196,llxprt-code,2507,https://github.com/vybestack/llxprt-code/pull/2507#issuecomment-4948648883,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE197,llxprt-luther,130,https://github.com/vybestack/llxprt-luther/pull/130#issuecomment-4948885225,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE198,llxprt-jefe,221,https://github.com/vybestack/llxprt-jefe/pull/221#issuecomment-4949082087,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE199,llxprt-jefe,225,https://github.com/vybestack/llxprt-jefe/pull/225#issuecomment-4949253974,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE200,llxprt-jefe,226,https://github.com/vybestack/llxprt-jefe/pull/226#issuecomment-4949353843,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE201,llxprt-jefe,231,https://github.com/vybestack/llxprt-jefe/pull/231#issuecomment-4949759399,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE202,llxprt-luther,133,https://github.com/vybestack/llxprt-luther/pull/133#issuecomment-4949785176,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE203,llxprt-code,2513,https://github.com/vybestack/llxprt-code/pull/2513#issuecomment-4949801008,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE204,llxprt-jefe,232,https://github.com/vybestack/llxprt-jefe/pull/232#issuecomment-4949833807,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE205,llxprt-code,2514,https://github.com/vybestack/llxprt-code/pull/2514#issuecomment-4949857570,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE206,llxprt-code,2515,https://github.com/vybestack/llxprt-code/pull/2515#issuecomment-4949895900,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE207,llxprt-jefe,233,https://github.com/vybestack/llxprt-jefe/pull/233#issuecomment-4949968704,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE208,llxprt-jefe,234,https://github.com/vybestack/llxprt-jefe/pull/234#issuecomment-4949977427,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE209,llxprt-jefe,235,https://github.com/vybestack/llxprt-jefe/pull/235#issuecomment-4950139916,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE210,llxprt-jefe,236,https://github.com/vybestack/llxprt-jefe/pull/236#issuecomment-4950147907,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE211,llxprt-jefe,237,https://github.com/vybestack/llxprt-jefe/pull/237#issuecomment-4950197617,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE212,llxprt-code,2520,https://github.com/vybestack/llxprt-code/pull/2520#issuecomment-4950721351,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE213,llxprt-code,2521,https://github.com/vybestack/llxprt-code/pull/2521#issuecomment-4951516699,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE214,llxprt-jefe,242,https://github.com/vybestack/llxprt-jefe/pull/242#issuecomment-4951935062,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE215,llxprt-code,2526,https://github.com/vybestack/llxprt-code/pull/2526#issuecomment-4952223413,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE216,llxprt-jefe,246,https://github.com/vybestack/llxprt-jefe/pull/246#issuecomment-4952270896,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE217,llxprt-jefe,247,https://github.com/vybestack/llxprt-jefe/pull/247#issuecomment-4952464163,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE218,llxprt-jefe,248,https://github.com/vybestack/llxprt-jefe/pull/248#issuecomment-4952501305,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE219,llxprt-jefe,249,https://github.com/vybestack/llxprt-jefe/pull/249#issuecomment-4952551329,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE220,llxprt-code,2530,https://github.com/vybestack/llxprt-code/pull/2530#issuecomment-4952578029,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE221,llxprt-jefe,251,https://github.com/vybestack/llxprt-jefe/pull/251#issuecomment-4952693854,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE222,llxprt-code,2538,https://github.com/vybestack/llxprt-code/pull/2538#issuecomment-4952970750,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE223,llxprt-code,2543,https://github.com/vybestack/llxprt-code/pull/2543#issuecomment-4953169803,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE224,llxprt-luther,134,https://github.com/vybestack/llxprt-luther/pull/134#issuecomment-4953247513,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE225,llxprt-code,2545,https://github.com/vybestack/llxprt-code/pull/2545#issuecomment-4953449426,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE226,llxprt-code,2546,https://github.com/vybestack/llxprt-code/pull/2546#issuecomment-4953654592,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE227,llxprt-jefe,268,https://github.com/vybestack/llxprt-jefe/pull/268#issuecomment-4958081476,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE228,llxprt-jefe,271,https://github.com/vybestack/llxprt-jefe/pull/271#issuecomment-4959078144,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE229,llxprt-jefe,272,https://github.com/vybestack/llxprt-jefe/pull/272#issuecomment-4959285962,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE230,llxprt-jefe,274,https://github.com/vybestack/llxprt-jefe/pull/274#issuecomment-4959746795,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE231,llxprt-jefe,275,https://github.com/vybestack/llxprt-jefe/pull/275#issuecomment-4960507055,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE232,llxprt-jefe,276,https://github.com/vybestack/llxprt-jefe/pull/276#issuecomment-4960587671,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE233,llxprt-code,2558,https://github.com/vybestack/llxprt-code/pull/2558#issuecomment-4960630783,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE234,llxprt-jefe,277,https://github.com/vybestack/llxprt-jefe/pull/277#issuecomment-4961059777,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE235,llxprt-jefe,278,https://github.com/vybestack/llxprt-jefe/pull/278#issuecomment-4961326478,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE236,llxprt-jefe,279,https://github.com/vybestack/llxprt-jefe/pull/279#issuecomment-4961390663,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE237,llxprt-jefe,280,https://github.com/vybestack/llxprt-jefe/pull/280#issuecomment-4962140818,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE238,llxprt-jefe,281,https://github.com/vybestack/llxprt-jefe/pull/281#issuecomment-4962166447,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE239,llxprt-jefe,282,https://github.com/vybestack/llxprt-jefe/pull/282#issuecomment-4962206423,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE240,llxprt-code,2561,https://github.com/vybestack/llxprt-code/pull/2561#issuecomment-4962274144,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE241,llxprt-jefe,284,https://github.com/vybestack/llxprt-jefe/pull/284#issuecomment-4963129867,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE242,llxprt-jefe,285,https://github.com/vybestack/llxprt-jefe/pull/285#issuecomment-4963129898,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE243,llxprt-jefe,288,https://github.com/vybestack/llxprt-jefe/pull/288#issuecomment-4964256014,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE244,llxprt-jefe,289,https://github.com/vybestack/llxprt-jefe/pull/289#issuecomment-4964311185,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE245,llxprt-jefe,290,https://github.com/vybestack/llxprt-jefe/pull/290#issuecomment-4964415854,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE246,llxprt-jefe,291,https://github.com/vybestack/llxprt-jefe/pull/291#issuecomment-4965261709,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE247,llxprt-jefe,293,https://github.com/vybestack/llxprt-jefe/pull/293#issuecomment-4965537920,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE248,llxprt-code,2565,https://github.com/vybestack/llxprt-code/pull/2565#issuecomment-4965655795,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE249,llxprt-jefe,294,https://github.com/vybestack/llxprt-jefe/pull/294#issuecomment-4965770717,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE250,llxprt-code,2566,https://github.com/vybestack/llxprt-code/pull/2566#issuecomment-4967135331,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE251,llxprt-jefe,298,https://github.com/vybestack/llxprt-jefe/pull/298#issuecomment-4967776509,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE252,llxprt-jefe,299,https://github.com/vybestack/llxprt-jefe/pull/299#issuecomment-4968377464,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
RLE253,llxprt-code,2568,https://github.com/vybestack/llxprt-code/pull/2568#issuecomment-4970269958,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE254,llxprt-code,2567,https://github.com/vybestack/llxprt-code/pull/2567#issuecomment-4970341889,blocked_iteration_only,no,explicit Review limit reached message,2026-07-14
RLE255,llxprt-jefe,300,https://github.com/vybestack/llxprt-jefe/pull/300#issuecomment-4970989350,blocked_iteration_only,yes,explicit Review limit reached message,2026-07-14
